,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
28,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,3,9,0,9,8,1,5,5,1,4,7,7,7,0,10,0,0,29,dikesnet
29,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,3,9,0,9,8,1,5,5,1,4,7,7,7,0,10,0,1,29,dikesnet
30,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,8,2,3,0,2,2,8,10,5,6,8,8,6,10,8,0,34,dikesnet
31,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,8,2,3,0,2,2,8,10,5,6,8,8,6,10,8,1,34,dikesnet
32,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,3,1,1,0,6,9,10,3,9,2,9,9,0,10,0,38,dikesnet
33,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,3,1,1,0,6,9,10,3,9,2,9,9,0,10,1,38,dikesnet
34,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,4,4,2,1,6,8,2,7,2,6,0,10,0,4,7,7,0,40,dikesnet
35,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,4,4,2,1,6,8,2,7,2,6,0,10,0,4,7,7,1,40,dikesnet
36,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,3,1,3,3,10,0,6,4,2,4,1,7,4,7,5,6,0,41,dikesnet
37,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,3,1,3,3,10,0,6,4,2,4,1,7,4,7,5,6,1,41,dikesnet
38,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,2,9,0,5,10,10,4,7,3,6,8,4,1,8,0,9,0,42,dikesnet
39,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,2,9,0,5,10,10,4,7,3,6,8,4,1,8,0,9,1,42,dikesnet
40,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,2,1,7,4,9,2,9,0,3,7,0,10,8,10,8,0,43,dikesnet
41,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,2,1,7,4,9,2,9,0,3,7,0,10,8,10,8,1,43,dikesnet
42,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,7,0,0,5,4,10,6,8,5,9,5,2,5,8,7,0,44,dikesnet
43,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,7,0,0,5,4,10,6,8,5,9,5,2,5,8,7,1,44,dikesnet
44,98,332.6661773550088,1.0,0.5711587485342093,303.5261048612674,10,0.5474087095099853,107.87035164984465,1.0,0.765116506174552,323.2183053112616,10,0.9952878418546142,50.46034435129659,1.5,0.8979057046650211,3.5,1.5,4.5,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,3,3,2,8,10,4,6,9,3,5,7,7,2,0,2,1,0,45,dikesnet
45,54,122.33469099411178,10,0.0725992485618221,146.2913467912485,1.0,0.2947624904747822,257.00049978858874,10,0.11361385327937185,44.24972359004652,1.0,0.3045470854326662,270.206501817319,1.0,0.06283359543994543,2.5,4.5,2.5,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,3,3,2,8,10,4,6,9,3,5,7,7,2,0,2,1,1,45,dikesnet
